date,capacity,turnover,high,low,close,change,transaction_volume,stock_code_id,open
2020-01-02,18470566,813465904,44.15,43.8,44.1,0.4,6251,1101,43.8
2020-01-03,18387114,807459827,44.25,43.45,43.95,-0.15,6733,1101,44.15
2020-01-06,13867625,602752323,43.7,43.3,43.45,-0.5,5566,1101,43.5
2020-01-07,14185347,616059913,43.6,43.2,43.6,0.15,4739,1101,43.45
2020-01-08,13465670,583893343,43.55,43.15,43.4,-0.2,4685,1101,43.15
2020-01-09,17899047,777095165,43.6,43.3,43.45,0.05,4299,1101,43.4
2020-01-10,12755874,554204406,43.5,43.35,43.5,0.05,3188,1101,43.45
2020-01-13,23870603,1051194288,44.25,43.65,44.25,0.75,6532,1101,43.75
2020-01-14,20357664,904504264,44.55,44.25,44.55,0.3,5770,1101,44.25
2020-01-15,23662867,1053815288,44.7,44.3,44.55,0.0,7657,1101,44.55
2020-01-16,14814952,662036531,44.95,44.45,44.75,0.2,5776,1101,44.5
2020-01-17,9522761,426564174,44.9,44.65,44.9,0.15,4164,1101,44.9
2020-01-20,8870270,398481034,45.0,44.85,44.95,0.05,3320,1101,44.95
2020-01-30,64150715,2725362280,43.05,41.6,41.85,-3.1,19930,1101,42.7
2020-01-31,26430159,1116222284,42.5,41.75,42.05,0.2,8709,1101,41.75
2020-02-03,23001298,942583933,41.65,40.1,41.55,-0.5,8088,1101,40.5
2020-02-04,20790788,878703530,42.7,41.6,42.4,0.85,8133,1101,41.6
2020-02-05,15228671,644977888,42.65,41.95,42.35,-0.05,5257,1101,42.5
2020-02-06,14063043,603883999,43.1,42.45,43.0,0.65,4029,1101,42.5
2020-02-07,13537254,574693939,42.7,42.05,42.5,-0.5,4510,1101,42.2
2020-02-10,12820414,541670664,42.6,41.7,42.4,-0.1,4073,1101,42.0
2020-02-11,15825702,675999276,42.9,42.5,42.6,0.2,4608,1101,42.5
2020-02-12,14367529,615124852,43.0,42.6,42.8,0.2,3855,1101,42.6
2020-02-13,18326337,790906891,43.45,42.8,43.15,0.35,6489,1101,42.8
2020-02-14,9297256,402285311,43.4,43.15,43.2,0.05,3502,1101,43.2
2020-02-17,10347058,444890344,43.1,42.75,43.0,-0.2,3109,1101,42.8
2020-02-18,9220879,396963797,43.2,42.9,43.05,0.05,2509,1101,43.0
2020-02-19,12463648,539911116,43.5,43.1,43.4,0.35,4144,1101,43.1
2020-02-20,10840090,470884644,43.8,43.15,43.15,-0.25,3693,1101,43.55
2020-02-21,10565795,456575839,43.35,43.05,43.25,0.1,2771,1101,43.15
2020-02-24,12606292,541934056,43.2,42.8,43.0,-0.25,4073,1101,43.0
2020-02-25,17268484,737292511,43.0,42.3,42.7,-0.3,7454,1101,42.35
2020-02-26,20869167,883113162,42.6,42.1,42.2,-0.5,6656,1101,42.15
2020-02-27,15386463,650149283,42.4,42.05,42.25,0.05,5246,1101,42.2
