date,capacity,turnover,high,low,close,change,transaction_volume,stock_code_id,open
2020-01-02,8890485,433140140,49.0,48.05,48.9,0.95,4391,1102,48.1
2020-01-03,9353803,455310088,49.9,48.1,48.8,-0.1,4368,1102,49.9
2020-01-06,8721686,419891979,48.5,47.9,48.3,-0.5,3638,1102,48.5
2020-01-07,8580403,413615684,48.5,47.85,48.35,0.05,3585,1102,48.15
2020-01-08,7750971,374685630,48.55,47.85,48.55,0.2,3273,1102,47.9
2020-01-09,6330170,308785176,49.0,48.5,48.95,0.4,2860,1102,48.55
2020-01-10,5072608,246529325,48.95,48.45,48.6,-0.35,1956,1102,48.95
2020-01-13,7605485,371924777,49.15,48.65,48.95,0.35,3218,1102,48.85
2020-01-14,7663581,374720243,49.05,48.75,49.0,0.05,2760,1102,48.9
2020-01-15,7897581,384291572,49.15,48.35,48.5,-0.5,2932,1102,48.9
2020-01-16,5450749,263996818,48.65,48.3,48.5,0.0,2607,1102,48.45
2020-01-17,4042780,197102895,48.95,48.5,48.85,0.35,1962,1102,48.6
2020-01-20,4890759,238200797,49.0,48.6,48.7,-0.15,2052,1102,49.0
2020-01-30,28286462,1296484683,46.7,44.7,44.9,-3.8,9267,1102,46.3
2020-01-31,17190749,780519790,45.9,45.05,45.15,0.25,7035,1102,45.2
2020-02-03,14750980,651863000,45.1,42.65,45.0,-0.15,6778,1102,43.7
2020-02-04,12717585,575641614,45.65,44.55,45.5,0.5,3837,1102,45.4
2020-02-05,11926255,539346566,45.5,44.9,45.1,-0.4,4030,1102,45.5
2020-02-06,8615760,394476805,46.05,45.2,45.95,0.85,2472,1102,45.2
2020-02-07,7168123,326534591,45.95,45.2,45.8,-0.15,3140,1102,45.35
2020-02-10,6818988,310639241,46.0,45.0,45.8,0.0,2205,1102,45.3
2020-02-11,5592624,256662315,46.0,45.5,46.0,0.2,2152,1102,45.7
2020-02-12,5974096,274898166,46.3,45.75,46.1,0.1,2206,1102,46.0
2020-02-13,7882296,365098767,46.45,45.85,46.45,0.35,2358,1102,46.0
2020-02-14,9165278,428069594,46.95,46.2,46.95,0.5,4195,1102,46.35
2020-02-17,5510177,257209012,46.95,46.35,46.95,0.0,1825,1102,46.6
2020-02-18,5737885,269788665,47.35,46.5,47.35,0.4,2498,1102,46.5
2020-02-19,4222287,199683135,47.45,47.15,47.2,-0.15,1994,1102,47.3
2020-02-20,10395368,480891977,47.2,45.85,46.15,-1.05,4460,1102,47.0
2020-02-21,8108780,372672977,46.5,45.45,46.25,0.1,3234,1102,46.05
2020-02-24,8537295,390838770,46.25,45.3,46.15,-0.1,3364,1102,45.65
2020-02-25,18606637,836261315,45.25,44.8,44.85,-1.3,6414,1102,45.05
2020-02-26,13691964,606012337,44.8,43.75,44.3,-0.55,6099,1102,44.1
2020-02-27,11306775,501900657,45.05,44.05,44.35,0.05,3536,1102,44.25
2020-03-02,15205546,665152354,44.45,43.0,43.9,-0.45,6515,1102,43.0
2020-03-03,19215183,838368557,44.5,43.1,43.1,-0.8,6799,1102,44.15
2020-03-04,7594926,329669525,43.65,43.05,43.4,0.3,3100,1102,43.1
2020-03-05,5738844,249897168,43.75,43.4,43.55,0.15,2564,1102,43.5
2020-03-06,7562483,328848946,43.7,43.25,43.65,0.1,3793,1102,43.55
2020-03-09,10254853,443496946,43.6,42.95,43.2,-0.45,4068,1102,43.15
2020-03-10,13476529,569864914,43.5,41.5,42.0,-1.2,4905,1102,42.8
2020-03-11,12100948,515645034,43.25,41.85,42.55,0.55,5646,1102,42.0
2020-03-12,15453135,643959266,42.35,41.4,41.4,-1.15,5816,1102,42.3
2020-03-13,19503092,773682622,41.2,38.65,41.0,-0.4,7761,1102,38.7
2020-03-16,13706288,548372466,41.0,39.8,39.8,-1.2,5530,1102,41.0
2020-03-17,18330938,711519261,39.8,38.25,38.25,-1.55,7766,1102,39.65
2020-03-18,10728627,408137154,38.75,37.5,37.5,-0.75,5016,1102,38.2
2020-03-19,19288242,694650971,36.95,35.2,35.65,-1.85,8452,1102,35.55
2020-03-20,13882250,528993650,39.2,36.0,39.2,3.55,6672,1102,36.05
2020-03-23,16255845,621925379,39.4,36.5,38.1,-1.1,6322,1102,37.1
2020-03-24,10985520,433968090,40.0,38.95,39.0,0.9,4290,1102,39.5
2020-03-25,7808915,309277093,40.3,39.15,39.2,0.2,4043,1102,39.8
2020-03-26,8562141,334072169,39.55,38.6,38.8,-0.4,3631,1102,39.5
2020-03-27,9776215,381815085,39.5,38.7,38.7,-0.1,4043,1102,39.4
2020-03-30,7208843,281143393,39.65,37.75,39.1,0.4,3301,1102,38.5
