date,capacity,turnover,high,low,close,change,transaction_volume,stock_code_id,open
2017-01-03,1271792,33550727,26.5,26.3,26.5,0.15,596,1102,26.45
2017-01-04,1493313,39432440,26.55,26.35,26.35,-0.15,749,1102,26.5
2017-01-05,2586202,68508845,26.6,26.35,26.5,0.15,1071,1102,26.35
2017-01-06,1174675,31140381,26.6,26.4,26.5,0.0,717,1102,26.5
2017-01-09,1971059,51951441,26.6,26.25,26.3,-0.2,715,1102,26.5
2017-01-10,2051676,53792302,26.4,26.1,26.2,-0.1,905,1102,26.35
2017-01-11,2711573,71800551,26.65,26.2,26.65,0.45,1510,1102,26.3
2017-01-12,3418469,92445972,27.2,26.75,27.2,0.55,1916,1102,26.75
2017-01-13,1754704,47585510,27.3,26.9,27.25,0.05,798,1102,27.25
2017-01-16,1247986,33506217,27.15,26.6,26.9,-0.35,723,1102,27.15
2017-01-17,1087291,29314215,27.0,26.8,27.0,0.1,518,1102,26.9
2017-01-18,2393213,63790792,26.9,26.5,26.55,-0.45,1517,1102,26.8
2017-01-19,2910181,76660816,26.5,26.25,26.3,-0.25,1616,1102,26.5
2017-01-20,4796904,125888512,26.35,26.2,26.2,-0.1,2368,1102,26.3
2017-01-23,2297002,60897179,26.65,26.4,26.45,0.25,1527,1102,26.45
2017-01-24,3220387,86012918,26.85,26.5,26.75,0.3,1490,1102,26.6
2017-02-02,5218787,140532642,27.1,26.7,26.85,0.1,2818,1102,26.85
2017-02-03,3519654,94741808,27.05,26.75,27.0,0.15,1591,1102,26.85
2017-02-06,4925320,134098058,27.4,27.0,27.25,0.25,1800,1102,27.05
2017-02-07,2986613,81707945,27.45,27.15,27.35,0.1,1299,1102,27.15
2017-02-08,2745639,74604021,27.35,27.1,27.2,-0.15,1256,1102,27.1
2017-02-09,3657913,99984608,27.55,27.0,27.55,0.35,1473,1102,27.1
2017-02-10,16837784,483041839,29.0,28.0,28.7,1.15,6048,1102,28.0
2017-02-13,4601349,131877963,29.0,28.5,28.7,0.0,2191,1102,29.0
2017-02-14,5982060,171950804,28.9,28.55,28.7,0.0,2128,1102,28.7
2017-02-15,8536227,247796336,29.2,28.6,29.05,0.35,3092,1102,28.85
2017-02-16,6918094,202513626,29.65,29.0,29.1,0.05,2341,1102,29.1
2017-02-17,3231726,93773081,29.1,28.85,29.0,-0.1,1493,1102,29.0
2017-02-18,2525698,73382825,29.15,28.95,29.0,0.0,637,1102,29.0
2017-02-20,8741028,258104851,29.9,29.0,29.6,0.6,2683,1102,29.0
2017-02-21,6493399,192912010,29.9,29.3,29.65,0.05,2764,1102,29.75
2017-02-22,4548396,136095141,30.0,29.7,29.9,0.25,2234,1102,29.7
2017-02-23,6513742,196351810,30.4,29.85,30.15,0.25,2727,1102,29.9
2017-02-24,8288923,250500550,30.4,29.7,30.4,0.25,2417,1102,30.0
2017-03-01,9651494,297834897,31.05,30.3,30.6,0.2,3961,1102,30.4
2017-03-02,8511133,262661865,31.05,30.6,30.85,0.25,3443,1102,30.6
2017-03-03,6217747,191411562,31.0,30.5,30.85,0.0,2865,1102,30.55
2017-03-06,3119995,95749574,30.85,30.35,30.75,-0.1,1782,1102,30.35
2017-03-07,4084006,126188764,31.0,30.5,30.95,0.2,2243,1102,30.5
2017-03-08,4606602,142616556,31.05,30.75,30.9,-0.05,1664,1102,30.9
2017-03-09,5750133,176482777,30.95,30.55,30.8,-0.1,2768,1102,30.8
2017-03-10,4189735,125540688,30.6,29.55,29.8,-1.0,2211,1102,30.55
2017-03-13,2891576,87877914,30.65,29.8,30.5,0.7,1141,1102,29.8
2017-03-14,2670159,81373617,30.6,30.2,30.5,0.0,1132,1102,30.5
2017-03-15,2124735,64022140,30.55,30.0,30.15,-0.35,1136,1102,30.55
2017-03-16,3347857,103025400,31.0,30.15,30.8,0.65,1749,1102,30.15
2017-03-17,6897171,212298516,30.95,30.6,30.75,-0.05,1352,1102,30.8
2017-03-20,1346257,41353056,30.85,30.55,30.75,0.0,544,1102,30.7
2017-03-21,4973279,154196077,31.4,30.7,31.0,0.25,2113,1102,30.75
2017-03-22,1808807,55969469,31.1,30.7,31.1,0.1,895,1102,31.0
2017-03-23,1998368,61588310,31.15,30.5,30.8,-0.3,1136,1102,31.1
2017-03-24,2663940,81061311,30.75,30.2,30.25,-0.55,1457,1102,30.7
2017-03-27,3847958,115907720,30.65,29.85,30.2,-0.05,2054,1102,30.0
2017-03-28,6392445,195008601,30.65,30.3,30.65,0.45,2515,1102,30.45
2017-03-29,3089619,93227120,30.65,30.0,30.0,-0.65,1495,1102,30.65
2017-03-30,3113617,93590910,30.25,29.7,30.0,0.0,1795,1102,29.7
2017-03-31,4552581,139511219,30.9,30.0,30.6,0.6,2483,1102,30.0
2017-04-05,8797175,276327500,31.8,30.85,31.5,0.9,3571,1102,30.85
2017-04-06,4701650,148678907,32.0,31.3,31.3,-0.2,2358,1102,31.7
2017-04-07,2556295,79682795,31.5,31.0,31.1,-0.2,1582,1102,31.0
2017-04-10,1474822,46179586,31.55,31.0,31.3,0.2,927,1102,31.1
2017-04-11,2217624,68604523,31.35,30.75,30.75,-0.55,1238,1102,31.3
2017-04-12,2727132,83875673,31.0,30.55,30.65,-0.1,1111,1102,30.75
2017-04-13,2115659,65488791,31.2,30.6,31.2,0.55,1201,1102,30.6
2017-04-14,841127,25809922,31.1,30.5,30.6,-0.6,574,1102,31.1
2017-04-17,2211452,67333640,30.8,30.1,30.3,-0.3,1284,1102,30.6
2017-04-18,1010315,30575534,30.5,30.1,30.2,-0.1,715,1102,30.35
2017-04-19,2814906,83607457,30.0,29.45,29.6,-0.6,1596,1102,29.9
2017-04-20,2886678,83852658,29.4,28.9,29.0,-0.6,1250,1102,29.1
2017-04-21,2206781,65735490,30.2,29.25,29.65,0.65,1246,1102,29.25
2017-04-24,1462579,43863019,30.2,29.65,30.1,0.45,951,1102,30.0
2017-04-25,2437438,74417654,30.7,30.1,30.7,0.6,1655,1102,30.2
2017-04-26,2790237,85027248,30.7,30.15,30.55,-0.15,1417,1102,30.7
2017-04-27,2373347,72248543,30.8,30.1,30.3,-0.25,1107,1102,30.1
2017-04-28,2335954,69661170,30.15,29.65,29.8,-0.5,1345,1102,30.1
2017-05-02,2583798,77178592,30.25,29.45,29.8,0.0,1465,1102,29.75
