date,capacity,turnover,high,low,close,change,transaction_volume,stock_code_id,open
2025-01-02,8238627,259880809,31.7,31.45,31.6,-0.1,4590,1101,31.55
2025-01-03,5779174,182623123,31.75,31.5,31.5,-0.1,2829,1101,31.5
2025-01-06,7032992,223565806,32.0,31.45,31.85,0.35,4239,1101,31.5
2025-01-07,7580311,239531032,31.95,31.5,31.5,-0.35,5073,1101,31.9
2025-01-08,6534210,205706134,31.6,31.35,31.45,-0.05,3774,1101,31.5
2025-01-09,17752646,551186365,31.5,30.8,30.8,-0.65,10475,1101,31.45
2025-01-10,19537164,593145925,30.75,30.15,30.25,-0.55,11238,1101,30.6
2025-01-13,17382646,527986653,30.7,30.05,30.5,0.25,7835,1101,30.3
2025-01-14,7250709,222593247,30.9,30.6,30.6,0.1,3819,1101,30.6
2025-01-15,8081174,249741029,31.15,30.6,30.8,0.2,3610,1101,30.6
2025-01-16,10410502,322704728,31.3,30.8,30.95,0.15,4385,1101,31.2
2025-01-17,15983898,503018876,31.85,31.05,31.7,0.75,6070,1101,31.1
2025-01-20,9974138,317295809,31.95,31.55,31.85,0.15,4029,1101,31.8
2025-01-21,6217590,197983914,31.95,31.6,31.8,-0.05,3077,1101,31.85
2025-01-22,10715241,340520916,31.95,31.6,31.85,0.05,4707,1101,31.8
2025-02-03,13740952,434716010,31.85,31.3,31.75,-0.1,5997,1101,31.55
2025-02-04,10498950,329700749,31.85,31.2,31.25,-0.5,6235,1101,31.75
2025-02-05,9988841,311850092,31.65,31.0,31.1,-0.15,5905,1101,31.5
2025-02-06,8634053,269800870,31.5,30.85,31.5,0.4,4551,1101,31.1
2025-02-07,6147195,192055001,31.5,31.15,31.2,-0.3,4997,1101,31.35
2025-02-10,7647126,237765609,31.25,30.9,31.15,-0.05,4153,1101,31.15
2025-02-11,8717703,274353545,31.6,31.3,31.5,0.35,4255,1101,31.3
2025-02-12,10439312,331964598,31.9,31.6,31.9,0.4,6334,1101,31.6
2025-02-13,38137717,1254904689,33.45,31.75,33.45,1.55,17253,1101,31.95
2025-02-14,23428459,780236286,33.8,32.9,33.05,-0.4,16152,1101,33.5
2025-02-17,25401116,855234886,33.85,33.2,33.5,0.45,11010,1101,33.2
2025-02-18,19118959,642472012,33.95,33.3,33.45,-0.05,10183,1101,33.55
2025-02-19,15933176,529250664,33.7,33.0,33.05,-0.4,11882,1101,33.55
2025-02-20,44566035,1513929745,34.35,33.15,33.95,0.9,18353,1101,33.2
2025-02-21,24967850,850543393,34.3,33.75,34.2,0.25,14900,1101,34.05
2025-02-24,21561142,734760944,34.3,33.8,34.0,-0.2,9262,1101,34.0
2025-02-25,57322068,1992310165,35.1,33.7,34.95,0.95,25705,1101,33.75
2025-02-26,35394831,1243039679,35.35,34.65,35.25,0.3,17074,1101,34.95
2025-02-27,34165236,1195455567,35.2,34.75,35.1,-0.15,14465,1101,35.1
2025-03-03,29317359,1021846827,35.1,34.2,35.0,-0.1,15581,1101,34.4
2025-03-04,32792625,1131121459,34.9,34.2,34.6,-0.4,16318,1101,34.7
2025-03-05,27308657,956930132,35.25,34.6,35.15,0.55,12168,1101,34.65
2025-03-06,17175959,598031862,35.15,34.65,34.8,-0.35,9357,1101,35.05
2025-03-07,14426734,497824652,34.8,34.35,34.5,-0.3,8883,1101,34.7
2025-03-10,13725006,477874418,35.0,34.5,34.75,0.25,7470,1101,34.75
2025-03-11,26911459,934451443,35.15,34.25,34.8,0.05,12578,1101,34.35
2025-03-12,22178529,772116418,35.45,34.5,34.5,-0.3,11708,1101,35.0
2025-03-13,41559442,1398864816,34.4,33.15,33.4,-1.1,18878,1101,34.3
2025-03-14,18705037,629516312,34.0,33.3,33.85,0.45,6990,1101,33.45
2025-03-17,11825270,398746173,34.0,33.55,33.7,-0.15,6180,1101,34.0
2025-03-18,11735070,395451418,33.9,33.6,33.6,-0.1,5327,1101,33.8
2025-03-19,14631293,496133457,34.3,33.65,33.65,0.05,6404,1101,33.7
2025-03-20,11270799,379641862,33.9,33.35,33.7,0.05,4824,1101,33.55
2025-03-21,18742058,629189329,33.8,33.45,33.5,-0.2,6644,1101,33.7
2025-03-24,35223581,1119258754,33.6,33.15,33.15,-0.35,6816,1101,33.5
2025-03-25,12203571,402804770,33.3,32.8,32.8,-0.35,8284,1101,33.2
2025-03-26,15013417,498768646,33.55,32.9,33.05,0.25,6711,1101,32.9
2025-03-27,13268952,440786607,33.45,32.9,33.25,0.2,6867,1101,32.95
2025-03-28,14152561,465442995,33.2,32.7,32.85,-0.4,7850,1101,33.0
2025-03-31,30183846,973775681,32.65,32.0,32.05,-0.8,9909,1101,32.6
2025-04-01,13189116,427836010,32.65,32.15,32.4,0.35,5986,1101,32.15
2025-04-02,7749227,251496295,32.65,32.25,32.4,0.0,3539,1101,32.4
2025-04-07,118749437,3530562884,30.8,29.2,29.8,-2.6,37378,1101,29.2
2025-04-08,73115113,2157888588,30.7,28.45,29.65,-0.15,30961,1101,30.3
2025-04-09,45183260,1310575397,29.6,28.5,28.5,-1.15,23062,1101,29.0
2025-04-10,48104987,1487460102,31.2,30.0,30.75,2.25,16815,1101,30.95
2025-04-11,32259026,967166839,30.5,29.55,30.0,-0.75,12748,1101,30.2
2025-04-14,21859144,654157075,30.25,29.7,29.9,-0.1,10385,1101,29.95
2025-04-15,15574436,465363526,30.05,29.7,29.9,0.0,8106,1101,29.95
2025-04-16,19273515,569861899,29.85,29.35,29.5,-0.4,9667,1101,29.75
2025-04-17,13681757,402457650,29.65,29.3,29.35,-0.15,5715,1101,29.5
2025-04-18,20365384,591799672,29.3,28.95,28.95,-0.4,9742,1101,29.3
2025-04-21,12675663,365945947,29.2,28.7,28.7,-0.25,6330,1101,29.2
2025-04-22,14504369,415647238,28.9,28.5,28.6,-0.1,6179,1101,28.55
2025-04-23,10876875,317552709,29.3,28.85,29.25,0.65,5048,1101,28.85
2025-04-24,8902268,260110085,29.35,29.0,29.25,0.0,4463,1101,29.2
2025-04-25,10776078,317645702,29.65,29.35,29.35,0.1,5482,1101,29.35
2025-04-28,6581950,193694301,29.6,29.35,29.35,0.0,3860,1101,29.4
2025-04-29,10558420,311928197,29.7,29.4,29.5,0.15,5243,1101,29.45
2025-04-30,15383155,457730896,30.0,29.65,29.65,0.15,5247,1101,29.8
2025-05-02,12364287,366516311,29.95,29.75,29.95,0.3,4685,1101,29.9
2025-05-05,26935355,822665761,30.9,30.2,30.6,0.65,9625,1101,30.2
2025-05-06,13820764,421896144,30.7,30.3,30.55,-0.05,5793,1101,30.6
2025-05-07,14306874,439870526,30.85,30.55,30.85,0.3,5173,1101,30.8
2025-05-08,8641740,264650904,30.75,30.55,30.55,-0.3,4893,1101,30.65
2025-05-09,8838028,271017102,30.85,30.45,30.75,0.2,4136,1101,30.5
2025-05-12,8175754,254302979,31.2,30.8,31.2,0.45,4229,1101,30.9
2025-05-13,10264322,320101081,31.4,30.9,31.1,-0.1,5073,1101,31.3
2025-05-14,33711861,1016903597,30.5,30.05,30.35,-0.75,14634,1101,30.3
2025-05-15,9813620,296083938,30.4,30.1,30.1,-0.25,5078,1101,30.4
2025-05-16,13229790,399308910,30.4,30.05,30.1,0.0,5708,1101,30.15
2025-05-19,19015004,568166300,30.25,29.7,29.8,-0.3,8968,1101,30.15
2025-05-20,13705767,412552445,30.3,29.7,30.15,0.35,6026,1101,29.8
2025-05-21,22391564,672883687,30.4,29.7,30.3,0.15,9420,1101,30.05
2025-05-22,27968889,834311404,30.3,29.7,30.0,-0.3,10753,1101,30.2
2025-05-23,25553974,757577564,30.0,29.5,29.75,-0.25,9968,1101,30.0
2025-05-26,44305503,1308176153,29.85,29.2,29.85,0.1,14061,1101,29.85
2025-05-27,54582542,1602553422,29.7,29.2,29.35,-0.5,19015,1101,29.7
2025-05-28,58463135,1701484202,29.45,28.9,29.1,-0.25,17815,1101,29.35
2025-05-29,91798136,2672260525,29.35,28.7,29.35,0.25,22730,1101,29.15
2025-06-02,93266178,2614023899,29.05,27.65,27.7,-1.65,37802,1101,29.05
2025-06-03,107474363,2890262193,28.0,26.55,26.85,-0.85,45055,1101,28.0
2025-06-04,105846758,2839185698,27.45,26.55,27.0,0.15,35133,1101,27.0
2025-06-05,108113911,2949844537,27.65,27.0,27.5,0.5,35908,1101,27.0
